User ID,Country,Photo Title,Date Taken,Latitude,Longitude,Photo URL,Description
24141292@N02,"Rugby, Warwickshire, UK","Ganesh, Da Nang Museum",2007-04-24 00:00:07,16.060217,108.223142,https://live.staticflickr.com/65535/52126717635_031a0f9a71_o.jpg,"The Museum of Cham Sculpture in Da Nang contains the greatest concentration of art from the Hindu Champa culture that flourished in central and southern Vietnam from broadly the 5th to the 15th century.

The museum is not large but its several galleries contain an impressive display of statuary and carvings from various sites in the centre of the country, including sculptures of fanciful beasts and Hindu deities that would have once adorned temples.

We did not linger in Da Nang city itself but it was well worth pausing here to visit this fine museum.
<a href=""https://en.wikipedia.org/wiki/Museum_of_Cham_Sculpture"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/Museum_of_Cham_Sculpture</a>"
24141292@N02,"Rugby, Warwickshire, UK",Da Nang Museum,2007-04-24 00:00:00,16.060217,108.223142,https://live.staticflickr.com/65535/52126460364_ae3c4f2107_o.jpg,"The Museum of Cham Sculpture in Da Nang contains the greatest concentration of art from the Hindu Champa culture that flourished in central and southern Vietnam from broadly the 5th to the 15th century.

The museum is not large but its several galleries contain an impressive display of statuary and carvings from various sites in the centre of the country, including sculptures of fanciful beasts and Hindu deities that would have once adorned temples.

We did not linger in Da Nang city itself but it was well worth pausing here to visit this fine museum.
<a href=""https://en.wikipedia.org/wiki/Museum_of_Cham_Sculpture"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/Museum_of_Cham_Sculpture</a>"
24141292@N02,"Rugby, Warwickshire, UK","Ganesh with Dreadlocks, Da Nang Museum",2007-04-24 00:00:06,16.060217,108.223142,https://live.staticflickr.com/65535/52126717295_a272ecb1eb_o.jpg,"The Museum of Cham Sculpture in Da Nang contains the greatest concentration of art from the Hindu Champa culture that flourished in central and southern Vietnam from broadly the 5th to the 15th century.

The museum is not large but its several galleries contain an impressive display of statuary and carvings from various sites in the centre of the country, including sculptures of fanciful beasts and Hindu deities that would have once adorned temples.

We did not linger in Da Nang city itself but it was well worth pausing here to visit this fine museum.
<a href=""https://en.wikipedia.org/wiki/Museum_of_Cham_Sculpture"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/Museum_of_Cham_Sculpture</a>"
24141292@N02,"Rugby, Warwickshire, UK","Lion-Beast, Da Nang Museum",2007-04-24 00:00:08,16.060217,108.223142,https://live.staticflickr.com/65535/52125510195_7b515bda51_o.jpg,"The Museum of Cham Sculpture in Da Nang contains the greatest concentration of art from the Hindu Champa culture that flourished in central and southern Vietnam from broadly the 5th to the 15th century.

The museum is not large but its several galleries contain an impressive display of statuary and carvings from various sites in the centre of the country, including sculptures of fanciful beasts and Hindu deities that would have once adorned temples.

We did not linger in Da Nang city itself but it was well worth pausing here to visit this fine museum.
<a href=""https://en.wikipedia.org/wiki/Museum_of_Cham_Sculpture"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/Museum_of_Cham_Sculpture</a>"
24141292@N02,"Rugby, Warwickshire, UK","Lion-Beast, Da Nang Museum",2007-04-24 00:00:07,16.060217,108.223142,https://live.staticflickr.com/65535/52125252899_eceb82be14_o.jpg,"The Museum of Cham Sculpture in Da Nang contains the greatest concentration of art from the Hindu Champa culture that flourished in central and southern Vietnam from broadly the 5th to the 15th century.

The museum is not large but its several galleries contain an impressive display of statuary and carvings from various sites in the centre of the country, including sculptures of fanciful beasts and Hindu deities that would have once adorned temples.

We did not linger in Da Nang city itself but it was well worth pausing here to visit this fine museum.
<a href=""https://en.wikipedia.org/wiki/Museum_of_Cham_Sculpture"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/Museum_of_Cham_Sculpture</a>"
24141292@N02,"Rugby, Warwickshire, UK","Garuda, Da Nang Museum",2007-04-24 00:00:09,16.060217,108.223142,https://live.staticflickr.com/65535/52125038833_b2837e12a8_o.jpg,"The Museum of Cham Sculpture in Da Nang contains the greatest concentration of art from the Hindu Champa culture that flourished in central and southern Vietnam from broadly the 5th to the 15th century.

The museum is not large but its several galleries contain an impressive display of statuary and carvings from various sites in the centre of the country, including sculptures of fanciful beasts and Hindu deities that would have once adorned temples.

We did not linger in Da Nang city itself but it was well worth pausing here to visit this fine museum.
<a href=""https://en.wikipedia.org/wiki/Museum_of_Cham_Sculpture"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/Museum_of_Cham_Sculpture</a>"
24141292@N02,"Rugby, Warwickshire, UK","Lion-Makara, Da Nang Museum",2007-04-24 00:00:00,16.060217,108.223142,https://live.staticflickr.com/65535/52123983907_1a1e3ffd50_o.jpg,"The Museum of Cham Sculpture in Da Nang contains the greatest concentration of art from the Hindu Champa culture that flourished in central and southern Vietnam from broadly the 5th to the 15th century.

The museum is not large but its several galleries contain an impressive display of statuary and carvings from various sites in the centre of the country, including sculptures of fanciful beasts and Hindu deities that would have once adorned temples.

We did not linger in Da Nang city itself but it was well worth pausing here to visit this fine museum.
<a href=""https://en.wikipedia.org/wiki/Museum_of_Cham_Sculpture"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/Museum_of_Cham_Sculpture</a>"
24141292@N02,"Rugby, Warwickshire, UK","Lion Demon, Da Nang Museum",2007-04-24 00:00:04,16.060217,108.223142,https://live.staticflickr.com/65535/52123983252_6bd0813daa_o.jpg,"The Museum of Cham Sculpture in Da Nang contains the greatest concentration of art from the Hindu Champa culture that flourished in central and southern Vietnam from broadly the 5th to the 15th century.

The museum is not large but its several galleries contain an impressive display of statuary and carvings from various sites in the centre of the country, including sculptures of fanciful beasts and Hindu deities that would have once adorned temples.

We did not linger in Da Nang city itself but it was well worth pausing here to visit this fine museum.
<a href=""https://en.wikipedia.org/wiki/Museum_of_Cham_Sculpture"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/Museum_of_Cham_Sculpture</a>"
24141292@N02,"Rugby, Warwickshire, UK","Horseman, Da Nang Museum",2007-04-24 00:00:02,16.060217,108.223142,https://live.staticflickr.com/65535/52125250399_1129b4abe6_o.jpg,"The Museum of Cham Sculpture in Da Nang contains the greatest concentration of art from the Hindu Champa culture that flourished in central and southern Vietnam from broadly the 5th to the 15th century.

The museum is not large but its several galleries contain an impressive display of statuary and carvings from various sites in the centre of the country, including sculptures of fanciful beasts and Hindu deities that would have once adorned temples.

We did not linger in Da Nang city itself but it was well worth pausing here to visit this fine museum.
<a href=""https://en.wikipedia.org/wiki/Museum_of_Cham_Sculpture"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/Museum_of_Cham_Sculpture</a>"
24141292@N02,"Rugby, Warwickshire, UK","Makara, Da Nang Museum",2007-04-24 00:00:03,16.060217,108.223142,https://live.staticflickr.com/65535/52125006466_5b09b34a71_o.jpg,"The Museum of Cham Sculpture in Da Nang contains the greatest concentration of art from the Hindu Champa culture that flourished in central and southern Vietnam from broadly the 5th to the 15th century.

The museum is not large but its several galleries contain an impressive display of statuary and carvings from various sites in the centre of the country, including sculptures of fanciful beasts and Hindu deities that would have once adorned temples.

We did not linger in Da Nang city itself but it was well worth pausing here to visit this fine museum.
<a href=""https://en.wikipedia.org/wiki/Museum_of_Cham_Sculpture"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/Museum_of_Cham_Sculpture</a>"
24141292@N02,"Rugby, Warwickshire, UK","Naga, Da Nang Museum",2007-04-24 00:00:01,16.060217,108.223142,https://live.staticflickr.com/65535/52123982322_c5a2c0c6c9_o.jpg,"The Museum of Cham Sculpture in Da Nang contains the greatest concentration of art from the Hindu Champa culture that flourished in central and southern Vietnam from broadly the 5th to the 15th century.

The museum is not large but its several galleries contain an impressive display of statuary and carvings from various sites in the centre of the country, including sculptures of fanciful beasts and Hindu deities that would have once adorned temples.

We did not linger in Da Nang city itself but it was well worth pausing here to visit this fine museum.
<a href=""https://en.wikipedia.org/wiki/Museum_of_Cham_Sculpture"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/Museum_of_Cham_Sculpture</a>"
24141292@N02,"Rugby, Warwickshire, UK","Grumpy Garuda, Da Nang Museum",2007-04-24 00:00:06,16.060217,108.223142,https://live.staticflickr.com/65535/52123237751_54f93f8e8b_o.jpg,"The Museum of Cham Sculpture in Da Nang contains the greatest concentration of art from the Hindu Champa culture that flourished in central and southern Vietnam from broadly the 5th to the 15th century.

The museum is not large but its several galleries contain an impressive display of statuary and carvings from various sites in the centre of the country, including sculptures of fanciful beasts and Hindu deities that would have once adorned temples.

We did not linger in Da Nang city itself but it was well worth pausing here to visit this fine museum.
<a href=""https://en.wikipedia.org/wiki/Museum_of_Cham_Sculpture"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/Museum_of_Cham_Sculpture</a>"
24141292@N02,"Rugby, Warwickshire, UK","Rhino?, Da Nang Museum",2007-04-24 00:00:00,16.060217,108.223142,https://live.staticflickr.com/65535/52123234326_9aa41e9a7c_o.jpg,"The Museum of Cham Sculpture in Da Nang contains the greatest concentration of art from the Hindu Champa culture that flourished in central and southern Vietnam from broadly the 5th to the 15th century.

The museum is not large but its several galleries contain an impressive display of statuary and carvings from various sites in the centre of the country, including sculptures of fanciful beasts and Hindu deities that would have once adorned temples.

We did not linger in Da Nang city itself but it was well worth pausing here to visit this fine museum.
<a href=""https://en.wikipedia.org/wiki/Museum_of_Cham_Sculpture"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/Museum_of_Cham_Sculpture</a>"
24141292@N02,"Rugby, Warwickshire, UK",Da Nang Museum,2007-04-24 00:00:04,16.060217,108.223142,https://live.staticflickr.com/65535/52123265808_d84460545a_o.jpg,"The Museum of Cham Sculpture in Da Nang contains the greatest concentration of art from the Hindu Champa culture that flourished in central and southern Vietnam from broadly the 5th to the 15th century.

The museum is not large but its several galleries contain an impressive display of statuary and carvings from various sites in the centre of the country, including sculptures of fanciful beasts and Hindu deities that would have once adorned temples.

We did not linger in Da Nang city itself but it was well worth pausing here to visit this fine museum.
<a href=""https://en.wikipedia.org/wiki/Museum_of_Cham_Sculpture"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/Museum_of_Cham_Sculpture</a>"
24141292@N02,"Rugby, Warwickshire, UK",Da Nang Museum,2007-04-24 00:00:05,16.060217,108.223142,https://live.staticflickr.com/65535/52123233426_75390a7573_o.jpg,"The Museum of Cham Sculpture in Da Nang contains the greatest concentration of art from the Hindu Champa culture that flourished in central and southern Vietnam from broadly the 5th to the 15th century.

The museum is not large but its several galleries contain an impressive display of statuary and carvings from various sites in the centre of the country, including sculptures of fanciful beasts and Hindu deities that would have once adorned temples.

We did not linger in Da Nang city itself but it was well worth pausing here to visit this fine museum.
<a href=""https://en.wikipedia.org/wiki/Museum_of_Cham_Sculpture"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/Museum_of_Cham_Sculpture</a>"
24141292@N02,"Rugby, Warwickshire, UK",Da Nang Museum,2007-04-24 00:00:03,16.060217,108.223142,https://live.staticflickr.com/65535/52123262388_167325b3ed_o.jpg,"The Museum of Cham Sculpture in Da Nang contains the greatest concentration of art from the Hindu Champa culture that flourished in central and southern Vietnam from broadly the 5th to the 15th century.

The museum is not large but its several galleries contain an impressive display of statuary and carvings from various sites in the centre of the country, including sculptures of fanciful beasts and Hindu deities that would have once adorned temples.

We did not linger in Da Nang city itself but it was well worth pausing here to visit this fine museum.
<a href=""https://en.wikipedia.org/wiki/Museum_of_Cham_Sculpture"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/Museum_of_Cham_Sculpture</a>"
24141292@N02,"Rugby, Warwickshire, UK","Horse Riders, Da Nang Museum",2007-04-24 00:00:02,16.060217,108.223142,https://live.staticflickr.com/65535/52122201442_b335e1b0b4_o.jpg,"The Museum of Cham Sculpture in Da Nang contains the greatest concentration of art from the Hindu Champa culture that flourished in central and southern Vietnam from broadly the 5th to the 15th century.

The museum is not large but its several galleries contain an impressive display of statuary and carvings from various sites in the centre of the country, including sculptures of fanciful beasts and Hindu deities that would have once adorned temples.

We did not linger in Da Nang city itself but it was well worth pausing here to visit this fine museum.
<a href=""https://en.wikipedia.org/wiki/Museum_of_Cham_Sculpture"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/Museum_of_Cham_Sculpture</a>"
24141292@N02,"Rugby, Warwickshire, UK",Da Nang Museum,2007-04-24 00:00:01,16.060217,108.223142,https://live.staticflickr.com/65535/52123230181_cfd118c570_o.jpg,"The Museum of Cham Sculpture in Da Nang contains the greatest concentration of art from the Hindu Champa culture that flourished in central and southern Vietnam from broadly the 5th to the 15th century.

The museum is not large but its several galleries contain an impressive display of statuary and carvings from various sites in the centre of the country, including sculptures of fanciful beasts and Hindu deities that would have once adorned temples.

We did not linger in Da Nang city itself but it was well worth pausing here to visit this fine museum.
<a href=""https://en.wikipedia.org/wiki/Museum_of_Cham_Sculpture"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/Museum_of_Cham_Sculpture</a>"
24141292@N02,"Rugby, Warwickshire, UK","Fanciful Beast, Da Nang Museum",2007-04-24 00:00:00,16.060217,108.223142,https://live.staticflickr.com/65535/52121680666_eb57d78d81_o.jpg,"The Museum of Cham Sculpture in Da Nang contains the greatest concentration of art from the Hindu Champa culture that flourished in central and southern Vietnam from broadly the 5th to the 15th century.

The museum is not large but its several galleries contain an impressive display of statuary and carvings from various sites in the centre of the country, including sculptures of fanciful beasts and Hindu deities that would have once adorned temples.

We did not linger in Da Nang city itself but it was well worth pausing here to visit this fine museum.
<a href=""https://en.wikipedia.org/wiki/Museum_of_Cham_Sculpture"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/Museum_of_Cham_Sculpture</a>"
24141292@N02,"Rugby, Warwickshire, UK",Da Nang Museum,2007-04-24 00:00:04,16.060217,108.223142,https://live.staticflickr.com/65535/52121711548_4cf721f2be_o.jpg,"The Museum of Cham Sculpture in Da Nang contains the greatest concentration of art from the Hindu Champa culture that flourished in central and southern Vietnam from broadly the 5th to the 15th century.

The museum is not large but its several galleries contain an impressive display of statuary and carvings from various sites in the centre of the country, including sculptures of fanciful beasts and Hindu deities that would have once adorned temples.

We did not linger in Da Nang city itself but it was well worth pausing here to visit this fine museum.
<a href=""https://en.wikipedia.org/wiki/Museum_of_Cham_Sculpture"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/Museum_of_Cham_Sculpture</a>"
24141292@N02,"Rugby, Warwickshire, UK","Fanciful Beast, Da Nang Museum",2007-04-24 00:00:03,16.060217,108.223142,https://live.staticflickr.com/65535/52121922494_0ac868e6bb_o.jpg,"The Museum of Cham Sculpture in Da Nang contains the greatest concentration of art from the Hindu Champa culture that flourished in central and southern Vietnam from broadly the 5th to the 15th century.

The museum is not large but its several galleries contain an impressive display of statuary and carvings from various sites in the centre of the country, including sculptures of fanciful beasts and Hindu deities that would have once adorned temples.

We did not linger in Da Nang city itself but it was well worth pausing here to visit this fine museum.
<a href=""https://en.wikipedia.org/wiki/Museum_of_Cham_Sculpture"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/Museum_of_Cham_Sculpture</a>"
24141292@N02,"Rugby, Warwickshire, UK","Fanciful Beast, Da Nang Museum",2007-04-24 00:00:02,16.060217,108.223142,https://live.staticflickr.com/65535/52121921789_55cd2cb79d_o.jpg,"The Museum of Cham Sculpture in Da Nang contains the greatest concentration of art from the Hindu Champa culture that flourished in central and southern Vietnam from broadly the 5th to the 15th century.

The museum is not large but its several galleries contain an impressive display of statuary and carvings from various sites in the centre of the country, including sculptures of fanciful beasts and Hindu deities that would have once adorned temples.

We did not linger in Da Nang city itself but it was well worth pausing here to visit this fine museum.
<a href=""https://en.wikipedia.org/wiki/Museum_of_Cham_Sculpture"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/Museum_of_Cham_Sculpture</a>"
24141292@N02,"Rugby, Warwickshire, UK","Fanciful Beasts, Da Nang Museum",2007-04-24 00:00:01,16.060217,108.223142,https://live.staticflickr.com/65535/52120643077_b7363f4a7d_o.jpg,"The Museum of Cham Sculpture in Da Nang contains the greatest concentration of art from the Hindu Champa culture that flourished in central and southern Vietnam from broadly the 5th to the 15th century.

The museum is not large but its several galleries contain an impressive display of statuary and carvings from various sites in the centre of the country, including sculptures of fanciful beasts and Hindu deities that would have once adorned temples.

We did not linger in Da Nang city itself but it was well worth pausing here to visit this fine museum.
<a href=""https://en.wikipedia.org/wiki/Museum_of_Cham_Sculpture"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/Museum_of_Cham_Sculpture</a>"
24141292@N02,"Rugby, Warwickshire, UK","Monster, Da Nang Museum",2007-04-24 00:00:02,16.060217,108.223142,https://live.staticflickr.com/65535/52121228064_548f03ee62_o.jpg,"The Museum of Cham Sculpture in Da Nang contains the greatest concentration of art from the Hindu Champa culture that flourished in central and southern Vietnam from broadly the 5th to the 15th century.

The museum is not large but its several galleries contain an impressive display of statuary and carvings from various sites in the centre of the country, including sculptures of fanciful beasts and Hindu deities that would have once adorned temples.

We did not linger in Da Nang city itself but it was well worth pausing here to visit this fine museum.
<a href=""https://en.wikipedia.org/wiki/Museum_of_Cham_Sculpture"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/Museum_of_Cham_Sculpture</a>"
24141292@N02,"Rugby, Warwickshire, UK","Ganesh, Da Nang Museum",2007-04-24 00:00:01,16.060279,108.223142,https://live.staticflickr.com/65535/52120972941_68c1be4692_o.jpg,"The Museum of Cham Sculpture in Da Nang contains the greatest concentration of art from the Hindu Champa culture that flourished in central and southern Vietnam from broadly the 5th to the 15th century.

The museum is not large but its several galleries contain an impressive display of statuary and carvings from various sites in the centre of the country, including sculptures of fanciful beasts and Hindu deities that would have once adorned temples.

We did not linger in Da Nang city itself but it was well worth pausing here to visit this fine museum.
<a href=""https://en.wikipedia.org/wiki/Museum_of_Cham_Sculpture"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/Museum_of_Cham_Sculpture</a>"
24141292@N02,"Rugby, Warwickshire, UK","Ganesh, Da Nang Museum",2007-04-24 00:00:00,16.060268,108.223153,https://live.staticflickr.com/65535/52121221499_a91608b12c_o.jpg,"The Museum of Cham Sculpture in Da Nang contains the greatest concentration of art from the Hindu Champa culture that flourished in central and southern Vietnam from broadly the 5th to the 15th century.

The museum is not large but its several galleries contain an impressive display of statuary and carvings from various sites in the centre of the country, including sculptures of fanciful beasts and Hindu deities that would have once adorned temples.

We did not linger in Da Nang city itself but it was well worth pausing here to visit this fine museum.
<a href=""https://en.wikipedia.org/wiki/Museum_of_Cham_Sculpture"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/Museum_of_Cham_Sculpture</a>"
24141292@N02,"Rugby, Warwickshire, UK",Da Nang Museum,2007-04-26 00:00:00,16.060299,108.223689,https://live.staticflickr.com/65535/52119943792_d4206d8853_o.jpg,"The Museum of Cham Sculpture in Da Nang contains the greatest concentration of art from the Hindu Champa culture that flourished in central and southern Vietnam from broadly the 5th to the 15th century.

The museum is not large but its several galleries contain an impressive display of statuary and carvings from various sites in the centre of the country, including sculptures of fanciful beasts and Hindu deities that would have once adorned temples.

We did not linger in Da Nang city itself but it was well worth pausing here to visit this fine museum.
<a href=""https://en.wikipedia.org/wiki/Museum_of_Cham_Sculpture"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/Museum_of_Cham_Sculpture</a>"
23856908@N00,"HCMC, Vietnam",early fishing market (this market and fishing village now destroyed),2007-09-10 05:51:16,16.101360,108.258032,https://live.staticflickr.com/65535/51519111940_7bf5a1a6de_o.jpg,
23856908@N00,"HCMC, Vietnam","blue sea, white sand and basket boats",2007-09-10 12:20:50,16.057072,108.247904,https://live.staticflickr.com/65535/49909113452_4f4f46ed79_o.jpg,(danang)
92639188@N03,Netherlands,DSVN D11H-346 with express train S7 Hanoi-Saigon at Danang station.,2003-04-10 10:13:53,16.071894,108.209627,https://live.staticflickr.com/7864/31489490497_04bc2e0bb8_o.jpg,"D11H-346 is the 'fresh' locomotive for the express train S7 Hanoi-Saigon. The train arrived in this terminus station from the north with a D12E and this is replaced by the D11H for the next few hundred kilometres due south. (I did not see the D11H as far south as Nha trang or so. They only seem to operate around Danang).

Class D11H are built by FAUR in Romania and are a large 1000mm gauge version of the Bulgarian classes 76 and 77,  that run on that country's 760mm gauge lines.


40618 DSVN D11H-346 S7 Danang 10042003"
92639188@N03,Netherlands,Where Romanian locomotives meet in Vietnam... Two DSVN D11H at Danang station.,2003-04-10 10:13:44,16.071894,108.209627,https://live.staticflickr.com/7834/31489488227_cbd715d418_o.jpg,"D11H-346 is the 'fresh' locomotive for the express train S7 Hanoi-Saigon. The train arrived in this terminus station from the north with a D12E and this is replaced by a D11H for the next few hundred kilometres due south. (I did not see the D11H as far south as Nha trang or so. They only seem to operate around Danang).

On the left we see D11H-340 with a local train. 'Local' meaning it is not an express train over the complete Hanoi-Saigon route. 

Class D11H are built by FAUR in Romania and are a large 1000mm gauge version of the Bulgarian classes 76 and 77,  that run on that country's 760mm gauge lines.


40607 DSVN D11H-346 S7 + 
D11H-340 Danang 10042003"
32980384@N05,"Helsinki, Finland",da-nang-8,2005-10-09 16:44:31,16.016630,108.254063,https://live.staticflickr.com/1942/32379738238_35710b6fa8_o.jpg,"Pyöräretken aikana fillarista hajos kaikki mahdollinen, ainakin satula ja poljin. Kotimatkalla meni ketjut poikki, mutta onneks moottoripyöräkorjaamoja on joka kadunkulmassa."
32980384@N05,"Helsinki, Finland",da-nang-4,2005-10-09 13:37:40,16.049380,108.249063,https://live.staticflickr.com/1941/46201089932_6b3f961bc1_o.jpg,"Pyöräilin My Khe biitsille, joka myös nimellä China Beach tunnetaan. Täällä toimineesta evakuointisairaalasta tehtiin saman niminen TV-sarja"
